keyword,assay_chembl_id,assay_description,molecule_chembl_id,smiles,standard_type,standard_value,standard_units,standard_relation,activity_comment,pchembl_value
histamine release,CHEMBL698688,Compound was tested for the concentration to inhibit 50% of anti-IgE-stimulated histamine release from human basophils.,CHEMBL41997,COc1ccc2c(c1)c1oc(C(=O)Nc3nn[nH]n3)c(OC)c1n2-c1ccccc1,IC50,8500.0,nM,=,,5.07
histamine release,CHEMBL698688,Compound was tested for the concentration to inhibit 50% of anti-IgE-stimulated histamine release from human basophils.,CHEMBL302045,COc1ccc2sc(C(=O)Nc3nnn[nH]3)c(OC(C)C)c2c1,IC50,1100.0,nM,=,,5.96
histamine release,CHEMBL698688,Compound was tested for the concentration to inhibit 50% of anti-IgE-stimulated histamine release from human basophils.,CHEMBL307020,Cc1sc(C(=O)Nc2nn[nH]n2)c(OC(C)C)c1Cl,IC50,8000.0,nM,=,,5.10
histamine release,CHEMBL698688,Compound was tested for the concentration to inhibit 50% of anti-IgE-stimulated histamine release from human basophils.,CHEMBL302510,COc1sc(C(=O)Nc2nn[nH]n2)c(OC(C)C)c1Br,IC50,2000.0,nM,=,,5.70
histamine release,CHEMBL698688,Compound was tested for the concentration to inhibit 50% of anti-IgE-stimulated histamine release from human basophils.,CHEMBL417298,COc1ccc2c(c1)c(OC(C)C)c(C(=O)Nc1nn[nH]n1)n2-c1ccccc1,IC50,15000.0,nM,=,,4.82
histamine release,CHEMBL698688,Compound was tested for the concentration to inhibit 50% of anti-IgE-stimulated histamine release from human basophils.,CHEMBL309112,Cc1sc(C(=O)Nc2nn[nH]n2)c(OCc2ccccc2)c1Br,IC50,5000.0,nM,=,,5.30
histamine release,CHEMBL698688,Compound was tested for the concentration to inhibit 50% of anti-IgE-stimulated histamine release from human basophils.,CHEMBL305750,CC(C)Oc1c(Br)c(Br)n(C)c1C(=O)Nc1nn[nH]n1,IC50,25000.0,nM,=,,4.60
histamine release,CHEMBL698688,Compound was tested for the concentration to inhibit 50% of anti-IgE-stimulated histamine release from human basophils.,CHEMBL303486,CCOc1c(C(=O)Nc2nn[nH]n2)sc(C)c1Br,IC50,5000.0,nM,=,,5.30
histamine release,CHEMBL698688,Compound was tested for the concentration to inhibit 50% of anti-IgE-stimulated histamine release from human basophils.,CHEMBL71544,COc1ccc(C(=O)Nc2nn[nH]n2)c(OC(C)C)c1I,IC50,10000.0,nM,=,,5.00
histamine release,CHEMBL698688,Compound was tested for the concentration to inhibit 50% of anti-IgE-stimulated histamine release from human basophils.,CHEMBL308653,Cc1sc(C(=O)Nc2nn[nH]n2)c(OC(C)C)c1Br,IC50,2000.0,nM,=,,5.70
histamine release,CHEMBL698688,Compound was tested for the concentration to inhibit 50% of anti-IgE-stimulated histamine release from human basophils.,CHEMBL71892,CC(C)Oc1c(C(=O)Nc2nn[nH]n2)sc(Br)c1Br,IC50,7000.0,nM,=,,5.16
histamine release,CHEMBL698688,Compound was tested for the concentration to inhibit 50% of anti-IgE-stimulated histamine release from human basophils.,CHEMBL302919,Cc1sc(C(=O)Nc2nn[nH]n2)c(SC(C)C)c1Br,IC50,5000.0,nM,=,,5.30
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL329121,CC(=O)Nc1ccc(Nc2nccc(-c3ccncc3)n2)cc1,IC50,5300.0,nM,=,,5.28
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93221,Cc1cc(C)cc(Nc2nc(C)cc(-c3ccccn3)n2)c1,IC50,24000.0,nM,>,,
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL445902,CN(C)c1cccc(Nc2nccc(-c3cccs3)n2)c1,IC50,2400.0,nM,=,,5.62
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL94064,CCc1cccc(Nc2nccc(-c3ccco3)n2)c1,IC50,9700.0,nM,=,,5.01
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL94291,NS(=O)(=O)c1cccc(Nc2nccc(-c3ccncc3)n2)c1,IC50,500.0,nM,=,,6.30
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL90535,CN(C)c1ccccc1Nc1nccc(-c2ccncc2)n1,IC50,36200.0,nM,=,,4.44
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL89928,c1ccc(-c2ccnc(Nc3cccc(-n4ccnc4)c3)n2)nc1,IC50,300.0,nM,=,,6.52
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93811,COc1cccc(Nc2nccc(-c3ccccn3)n2)c1,IC50,200.0,nM,=,,6.70
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL90521,CN(C)c1ccc(Nc2nccc(-c3cccs3)n2)cc1,IC50,900.0,nM,=,,6.05
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL327897,Cc1cccc(Nc2nccc(-c3ccco3)n2)c1,IC50,2100.0,nM,=,,5.68
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL91265,CC(=O)c1ccc(Nc2nccc(-c3cccnc3)n2)cc1,IC50,800.0,nM,=,,6.10
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL327907,Cc1cccc(Nc2nccc(-c3cccnc3)n2)c1,IC50,1500.0,nM,=,,5.82
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL91884,CC(=O)Nc1cccc(Nc2nccc(-c3ccncc3)n2)c1,IC50,2700.0,nM,=,,5.57
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL328013,CCN(CC)CCSc1ccc(Nc2nccc(-c3ccncc3)n2)cc1,IC50,1000.0,nM,=,,6.00
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL314091,Cc1cc(-c2ccccn2)nc(Nc2ccccc2)n1,IC50,26800.0,nM,=,,4.57
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93643,CC1CCN(c2cccc(Nc3nccc(-c4cccnc4)n3)c2)CC1,IC50,1200.0,nM,=,,5.92
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL327322,Cc1cccc(Nc2nccc(-c3cc(C)oc3C)n2)c1,IC50,28500.0,nM,=,,4.54
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL94010,CNc1ccc(Nc2nccc(-c3ccccn3)n2)cc1,IC50,1400.0,nM,=,,5.85
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL91170,Fc1cccc(Nc2nccc(-c3ccncc3)n2)c1,IC50,700.0,nM,=,,6.16
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL57443,Nc1cccc(Nc2nccc(-c3ccncc3)n2)c1,IC50,1000.0,nM,=,,6.00
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93852,COc1cccc(Nc2nccc(-c3cccs3)n2)c1,IC50,900.0,nM,=,,6.05
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL328808,Oc1ccc(Nc2nccc(-c3cccnc3)n2)cc1,IC50,5100.0,nM,=,,5.29
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL313636,CCOC(=O)c1ccc(Nc2nccc(-c3cccnc3)n2)cc1,IC50,12400.0,nM,=,,4.91
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL90078,CN(C)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,IC50,1800.0,nM,=,,5.75
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL94177,CN(c1ccccc1)c1nccc(-c2ccncc2)n1,IC50,24000.0,nM,>,,
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL90944,CC1CCN(c2ccc(Nc3nccc(-c4ccco4)n3)cc2)CC1,IC50,1800.0,nM,=,,5.75
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL328053,Nc1cccc(Nc2nccc(-c3ccccn3)n2)c1,IC50,300.0,nM,=,,6.52
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL419695,CCN(CC)CCOc1ccc(Nc2nccc(-c3ccccn3)n2)cc1,IC50,3000.0,nM,>,,
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL314746,CC(=O)N(C)c1ccc(Nc2nccc(-c3ccncc3)n2)cc1,IC50,500.0,nM,=,,6.30
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93300,CCN(CC)CCOc1cccc(Nc2nccc(-c3ccco3)n2)c1,IC50,1400.0,nM,=,,5.85
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL91408,COc1cccc(Nc2nccc(-c3ccsc3)n2)c1,IC50,1800.0,nM,=,,5.75
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL313639,NS(=O)(=O)c1cccc(Nc2nccc(-c3ccccn3)n2)c1,IC50,500.0,nM,=,,6.30
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL433151,NS(=O)(=O)c1ccc(Nc2nccc(-c3cccnc3)n2)cc1,IC50,200.0,nM,=,,6.70
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL92658,CC1CCN(c2ccc(Nc3nccc(-c4ccncc4)n3)cc2)CC1,IC50,600.0,nM,=,,6.22
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL420802,c1coc(-c2ccnc(Nc3ccc(-n4ccnc4)cc3)n2)c1,IC50,2200.0,nM,=,,5.66
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL1204212,Cl.Cl.Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,IC50,500.0,nM,=,,6.30
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93778,CCc1ccc(Nc2nccc(-c3cc(C)oc3C)n2)cc1,IC50,19200.0,nM,=,,4.72
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93898,CC(=O)Nc1ccc(Nc2nccc(-c3cccnc3)n2)cc1,IC50,3600.0,nM,=,,5.44
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93896,Cc1cccc(Nc2nccc(-c3ccc(C)o3)n2)c1,IC50,2000.0,nM,=,,5.70
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93563,c1cc(-c2ccnc(Nc3ccc(-n4ccnc4)cc3)n2)ccn1,IC50,7600.0,nM,=,,5.12
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL313641,Cc1cc(-c2ccco2)nc(Nc2ccccc2)n1,IC50,17700.0,nM,=,,4.75
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL327397,Cc1cc(C)cc(Nc2nc(C)cc(-c3ccco3)n2)c1,IC50,24000.0,nM,>,,
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL90478,c1ccc(-c2ccnc(Nc3ccc(-n4ccnc4)cc3)n2)nc1,IC50,1400.0,nM,=,,5.85
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL90117,CCN(CC)CCOc1cccc(Nc2nccc(-c3ccncc3)n2)c1,IC50,600.0,nM,=,,6.22
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL92382,c1cc(Nc2nccc(-c3ccco3)n2)cc(-n2ccnc2)c1,IC50,800.0,nM,=,,6.10
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93541,Cc1cc(C)cc(Nc2nccc(-c3cc(C)oc3C)n2)c1,IC50,4100.0,nM,=,,5.39
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93378,CC(=O)N(C)c1ccc(Nc2nccc(-c3ccccn3)n2)cc1,IC50,1800.0,nM,=,,5.75
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL91140,c1cc(Nc2nccc(-c3ccco3)n2)cc(OCCn2ccnc2)c1,IC50,200.0,nM,=,,6.70
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL330037,Cc1cccc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c1,IC50,2200.0,nM,=,,5.66
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93337,Cc1cc(C)cc(Nc2nccc(-c3cccnc3)n2)c1,IC50,800.0,nM,=,,6.10
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93726,COc1cccc(Nc2nccc(-c3ccncc3)n2)c1,IC50,400.0,nM,=,,6.40
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL92348,CC1CCN(c2cccc(Nc3nccc(-c4ccco4)n3)c2)CC1,IC50,5000.0,nM,=,,5.30
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL328954,COc1ccc(Nc2nccc(-c3ccncc3)n2)cc1,IC50,4200.0,nM,=,,5.38
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL91006,COc1ccc(N(C)c2nccc(-c3ccncc3)n2)cc1,IC50,24000.0,nM,>,,
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL328286,CCN(CC)CCCOc1ccc(Nc2nccc(-c3ccncc3)n2)cc1,IC50,1300.0,nM,=,,5.89
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL330500,CCc1ccc(Nc2nccc(-c3ccnc4ccccc34)n2)cc1,IC50,4000.0,nM,=,,5.40
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL1202890,Cl.Cl.Nc1ccc(Nc2nccc(-c3ccccn3)n2)cc1,IC50,1500.0,nM,=,,5.82
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93224,Cc1cccc(Nc2nccc(-c3ccncc3)n2)c1,IC50,8800.0,nM,=,,5.06
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL1204303,Cl.FC(F)(F)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,IC50,700.0,nM,=,,6.16
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93831,Cc1ccc(-c2ccnc(Nc3cccc(N(C)C)c3)n2)s1,IC50,5700.0,nM,=,,5.24
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL1204304,Cl.c1cc(Nc2nccc(-c3ccncc3)n2)cc(-n2ccnc2)c1,IC50,3900.0,nM,=,,5.41
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL94058,Cc1cc(C)cc(Nc2nccc(-c3cccs3)n2)c1,IC50,4300.0,nM,=,,5.37
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93508,Cc1cc(C)cc(Nc2nccc(-c3ccccn3)n2)c1,IC50,100.0,nM,=,,7.00
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL446675,CCN(CC)c1ccc(Nc2nccc(-c3ccc(C)o3)n2)cc1,IC50,28000.0,nM,=,,4.55
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL94020,Cc1cc(-c2ccncc2)nc(Nc2ccc(N(C)C)cc2)n1,IC50,24000.0,nM,>,,
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL329374,CC1CCN(c2ccc(Nc3nccc(-c4cccs4)n3)cc2)CC1,IC50,400.0,nM,=,,6.40
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL327237,c1ccc(Nc2nccc(-c3ccco3)n2)cc1,IC50,32000.0,nM,=,,4.50
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL90304,CCN(CC)CCOc1ccc(Nc2nccc(-c3cccnc3)n2)cc1,IC50,200.0,nM,=,,6.70
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL90892,CC1CCN(C(=O)COc2ccc(Nc3nccc(-c4ccncc4)n3)cc2)CC1,IC50,300.0,nM,=,,6.52
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL421359,NS(=O)(=O)c1ccc(Nc2nccc(-c3ccncc3)n2)cc1,IC50,5100.0,nM,=,,5.29
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL328926,CC(C)(C)c1ccc(Nc2nccc(-c3cccnc3)n2)cc1,IC50,600.0,nM,=,,6.22
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL92898,Cc1cc(C)cc(Nc2ncc(C)c(-c3cccnc3)n2)c1,IC50,24000.0,nM,>,,
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93338,CCc1ccc(Nc2nccc(-c3ccncc3)n2)cc1,IC50,7700.0,nM,=,,5.11
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL330090,CNc1ccc(Nc2nccc(-c3cccnc3)n2)cc1,IC50,2100.0,nM,=,,5.68
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL1204302,Cl.Nc1ccc(Nc2nccc(-c3ccncc3)n2)cc1,IC50,2900.0,nM,=,,5.54
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL90167,Cc1cc(-c2ccccn2)nc(Nc2ccc(N(C)C)cc2)n1,IC50,31900.0,nM,=,,4.50
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL90607,CC(=O)Nc1cccc(Nc2nccc(-c3ccccn3)n2)c1,IC50,300.0,nM,=,,6.52
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL329461,CN(C)c1cccc(Nc2nccc(-c3ccncc3)n2)c1,IC50,3700.0,nM,=,,5.43
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL94128,Cc1ccccc1Nc1nccc(-c2ccncc2)n1,IC50,3900.0,nM,=,,5.41
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL90303,COc1ccc(Nc2nccc(-c3cc[n+](C)cc3)n2)cc1.[I-],IC50,33300.0,nM,=,,4.48
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93627,COc1cccc(Nc2nccc(-c3ccc(C)s3)n2)c1,IC50,2300.0,nM,=,,5.64
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL328028,c1cc(Nc2nccc(-c3cccs3)n2)cc(-n2ccnc2)c1,IC50,300.0,nM,=,,6.52
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL328020,CCc1cccc(Nc2nccc(-c3ccncc3)n2)c1,IC50,10600.0,nM,=,,4.97
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93561,CN(C)c1cccc(Nc2nccc(-c3ccccn3)n2)c1,IC50,400.0,nM,=,,6.40
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL91852,Cn1c(=O)c2c(ncn2-c2nccc(-c3ccccn3)n2)n(C)c1=O,IC50,309000.0,nM,=,,
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL327170,CCc1ccc(Nc2nccc(-c3ccccn3)n2)cc1,IC50,2100.0,nM,=,,5.68
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93629,NS(=O)(=O)c1ccc(Nc2nccc(-c3ccccn3)n2)cc1,IC50,4600.0,nM,=,,5.34
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL90319,c1ccc(-c2ccnc(Nc3cccc(OCCn4ccnc4)c3)n2)nc1,IC50,400.0,nM,=,,6.40
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL90945,CCN(CC)c1ccc(Nc2nccc(-c3ccco3)n2)cc1,IC50,8700.0,nM,=,,5.06
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL94243,Oc1ccc(Nc2nccc(-c3ccncc3)n2)cc1,IC50,3300.0,nM,=,,5.48
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL314545,c1cc(Nc2nccc(-c3ccncc3)n2)cc(-n2ccnc2)c1,IC50,600.0,nM,=,,6.22
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL2114253,FC(F)(F)c1cccc(Nc2nccc(-c3ccccn3)n2)c1.O=S(=O)(O)O,IC50,400.0,nM,=,,6.40
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93276,CN(C)CCCOc1ccc(Nc2nccc(-c3cccnc3)n2)cc1,IC50,600.0,nM,=,,6.22
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL91294,COc1ccccc1Nc1nccc(-c2cccnc2)n1,IC50,9800.0,nM,=,,5.01
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL329775,CCOC(=O)C(=O)N(c1ccccc1)c1nccc(-c2ccncc2)n1,IC50,2200.0,nM,=,,5.66
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93071,CC(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,IC50,3600.0,nM,=,,5.44
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL327173,Fc1cccc(F)c1Nc1nccc(-c2cccnc2)n1,IC50,21000.0,nM,=,,4.68
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL91386,NS(=O)(=O)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,IC50,200.0,nM,=,,6.70
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL90325,COc1cccc(Nc2nccc(-c3ccco3)n2)c1,IC50,400.0,nM,=,,6.40
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93479,Cc1cccc(Nc2nccc(-c3ccc[nH]3)n2)c1,IC50,8500.0,nM,=,,5.07
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93043,CCN(CC)CCOc1cccc(Nc2nccc(-c3cccnc3)n2)c1,IC50,2900.0,nM,=,,5.54
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL328240,Fc1ccc(Nc2nccc(-c3ccncc3)n2)cc1,IC50,1900.0,nM,=,,5.72
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93114,Cc1cc(-c2ccnc(Nc3ccccc3)n2)c(C)o1,IC50,2000.0,nM,=,,5.70
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL327686,COc1ccc(Nc2nccc(-c3ccccn3)n2)cc1,IC50,8300.0,nM,=,,5.08
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL316109,FC(F)(F)c1cccc(Nc2nccc(-c3ccccn3)n2)c1,IC50,2900.0,nM,=,,5.54
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL94077,COc1ccc(N(C)c2nccc(-c3cccnc3)n2)cc1,IC50,24000.0,nM,>,,
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL327424,COc1ccc(Nc2nccc(-c3ccsc3)n2)cc1,IC50,15600.0,nM,=,,4.81
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL420252,COc1cccc(Nc2nccc(-c3cc(C)oc3C)n2)c1,IC50,5800.0,nM,=,,5.24
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL300817,Clc1cccc(Nc2nccc(-c3cccnc3)n2)c1,IC50,1500.0,nM,=,,5.82
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL91230,CCOC(=O)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,IC50,10500.0,nM,=,,4.98
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL90640,Nc1ccc(Nc2nccc(-c3ccncc3)n2)cc1,IC50,2400.0,nM,=,,5.62
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL329204,c1cc(Nc2nccc(-c3ccncc3)n2)cc(OCCn2ccnc2)c1,IC50,200.0,nM,=,,6.70
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93978,CN(C)c1ccc(Nc2nccc(-c3ccco3)n2)cc1,IC50,1900.0,nM,=,,5.72
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL315666,Cc1ccsc1-c1ccnc(Nc2ccc(N(C)C)cc2)n1,IC50,1800.0,nM,=,,5.75
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93542,CCN(CC)c1ccc(Nc2nccc(-c3cc(C)oc3C)n2)cc1,IC50,24000.0,nM,>,,
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL89925,CC(C)N(CCOc1ccc(Nc2nccc(-c3cccnc3)n2)cc1)C(C)C,IC50,4600.0,nM,=,,5.34
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL329855,Cc1cn(-c2ccc(Nc3nccc(-c4ccncc4)n3)cc2)cn1,IC50,3000.0,nM,>,,
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL433219,CN(C)c1ccc(Nc2nccc(-c3cccnc3)n2)cc1,IC50,2800.0,nM,=,,5.55
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL1202887,Cl.c1ccc(-c2nccc(-c3ccncc3)n2)cc1,IC50,13900.0,nM,=,,4.86
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL328891,c1ccc(Nc2nccc(-c3cccs3)n2)cc1,IC50,31700.0,nM,=,,4.50
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL94126,COc1ccc(Nc2nccc(-c3cccs3)n2)cc1,IC50,3900.0,nM,=,,5.41
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL94075,c1cncc(-c2ccnc(Nc3ccc(-n4ccnc4)cc3)n2)c1,IC50,1300.0,nM,=,,5.89
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93632,CN(C)CCOc1ccc(Nc2nccc(-c3cccnc3)n2)cc1,IC50,700.0,nM,=,,6.16
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL291963,c1cncc(-c2ccnc(Nc3cccc(-n4ccnc4)c3)n2)c1,IC50,200.0,nM,=,,6.70
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL90357,CCOC(=O)c1cccc(Nc2nccc(-c3ccccn3)n2)c1,IC50,3000.0,nM,=,,5.52
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL94008,Cc1cccc(Nc2nccc(-c3ccsc3)n2)c1,IC50,3800.0,nM,=,,5.42
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL93786,c1ccc(Nc2nccc(-c3c[nH]c4ccccc34)n2)cc1,IC50,3000.0,nM,=,,5.52
histamine release,CHEMBL698689,In vitro inhibition of histamine release from human basophils,CHEMBL327920,Oc1ccccc1Nc1nccc(-c2cccnc2)n1,IC50,23500.0,nM,=,,4.63
