keyword,assay_chembl_id,assay_description,molecule_chembl_id,smiles,standard_type,standard_value,standard_units,standard_relation,activity_comment,pchembl_value
beta-hexosaminidase,CHEMBL769868,Inhibitory activity against release of beta-hexosaminidase from RBL-2H3 cells,CHEMBL444328,CC(=O)OC/C=C/c1ccc(OC(C)=O)cc1,IC50,100000.0,nM,>,,
beta-hexosaminidase,CHEMBL769868,Inhibitory activity against release of beta-hexosaminidase from RBL-2H3 cells,CHEMBL431836,O=C/C=C/c1ccc(O)cc1,IC50,100000.0,nM,>,,
beta-hexosaminidase,CHEMBL769868,Inhibitory activity against release of beta-hexosaminidase from RBL-2H3 cells,CHEMBL323727,C=C[C@H](OC(C)=O)c1ccc(OC(C)=O)cc1,IC50,15000.0,nM,=,,4.82
beta-hexosaminidase,CHEMBL769868,Inhibitory activity against release of beta-hexosaminidase from RBL-2H3 cells,CHEMBL111484,C=C[C@H](OC(C)=O)c1ccc(OC(C)=O)c(OC)c1,IC50,19000.0,nM,=,,4.72
beta-hexosaminidase,CHEMBL769868,Inhibitory activity against release of beta-hexosaminidase from RBL-2H3 cells,CHEMBL441646,CC[C@H](OC(C)=O)c1ccc(OC(C)=O)cc1,IC50,60000.0,nM,=,,4.22
beta-hexosaminidase,CHEMBL769868,Inhibitory activity against release of beta-hexosaminidase from RBL-2H3 cells,CHEMBL111134,C=CCc1ccc(O)c(O)c1,IC50,100000.0,nM,>,,
beta-hexosaminidase,CHEMBL769880,Percentage inhibition against release of beta-hexosaminidase from RBL-2H3 cells at 100 uM from control,CHEMBL444328,CC(=O)OC/C=C/c1ccc(OC(C)=O)cc1,Inhibition,21.0,%,=,,
beta-hexosaminidase,CHEMBL769880,Percentage inhibition against release of beta-hexosaminidase from RBL-2H3 cells at 100 uM from control,CHEMBL52564,O=C(O)/C=C/c1ccccc1O,Inhibition,11.0,%,=,,
beta-hexosaminidase,CHEMBL769880,Percentage inhibition against release of beta-hexosaminidase from RBL-2H3 cells at 100 uM from control,CHEMBL108861,C=CCc1ccc(OC)c(OC)c1,Inhibition,1.0,%,=,,
beta-hexosaminidase,CHEMBL769880,Percentage inhibition against release of beta-hexosaminidase from RBL-2H3 cells at 100 uM from control,CHEMBL27246,O=C(O)/C=C/c1ccccc1,Inhibition,7.0,%,=,,
beta-hexosaminidase,CHEMBL769880,Percentage inhibition against release of beta-hexosaminidase from RBL-2H3 cells at 100 uM from control,CHEMBL322787,C=C[C@H](O)c1ccc(OC(C)=O)cc1,Inhibition,4.0,%,=,,
beta-hexosaminidase,CHEMBL769880,Percentage inhibition against release of beta-hexosaminidase from RBL-2H3 cells at 100 uM from control,CHEMBL108299,C=CCc1ccc(OC(C)=O)c(OC)c1,Inhibition,9.0,%,=,,
beta-hexosaminidase,CHEMBL769880,Percentage inhibition against release of beta-hexosaminidase from RBL-2H3 cells at 100 uM from control,CHEMBL109341,COc1cc(/C=C/C(=O)O)cc(OC)c1O,Inhibition,10.0,%,=,,
beta-hexosaminidase,CHEMBL769880,Percentage inhibition against release of beta-hexosaminidase from RBL-2H3 cells at 100 uM from control,CHEMBL108862,C=CCc1ccc(O)cc1,Inhibition,3.0,%,=,,
beta-hexosaminidase,CHEMBL769880,Percentage inhibition against release of beta-hexosaminidase from RBL-2H3 cells at 100 uM from control,CHEMBL1159496,C=CCc1ccc(O[C@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]2O)cc1,Inhibition,0.0,%,=,,
beta-hexosaminidase,CHEMBL769880,Percentage inhibition against release of beta-hexosaminidase from RBL-2H3 cells at 100 uM from control,CHEMBL325573,C=C[C@H](O)c1ccccc1,Inhibition,3.0,%,=,,
beta-hexosaminidase,CHEMBL769880,Percentage inhibition against release of beta-hexosaminidase from RBL-2H3 cells at 100 uM from control,CHEMBL431836,O=C/C=C/c1ccc(O)cc1,Inhibition,22.0,%,=,,
beta-hexosaminidase,CHEMBL769880,Percentage inhibition against release of beta-hexosaminidase from RBL-2H3 cells at 100 uM from control,CHEMBL109034,OC/C=C/c1ccc(O)cc1,Inhibition,2.0,%,=,,
beta-hexosaminidase,CHEMBL769880,Percentage inhibition against release of beta-hexosaminidase from RBL-2H3 cells at 100 uM from control,CHEMBL145,O=C(O)/C=C/c1ccc(O)c(O)c1,Inhibition,5.0,%,=,,
beta-hexosaminidase,CHEMBL769880,Percentage inhibition against release of beta-hexosaminidase from RBL-2H3 cells at 100 uM from control,CHEMBL111715,CC(=O)OC/C=C/c1ccc(O)cc1,Inhibition,6.0,%,=,,
beta-hexosaminidase,CHEMBL769880,Percentage inhibition against release of beta-hexosaminidase from RBL-2H3 cells at 100 uM from control,CHEMBL107839,C=C[C@H](OC(C)=O)c1ccccc1,Inhibition,9.0,%,=,,
beta-hexosaminidase,CHEMBL769880,Percentage inhibition against release of beta-hexosaminidase from RBL-2H3 cells at 100 uM from control,CHEMBL66879,O=C(O)/C=C/c1ccc(O)cc1,Inhibition,6.0,%,=,,
beta-hexosaminidase,CHEMBL769880,Percentage inhibition against release of beta-hexosaminidase from RBL-2H3 cells at 100 uM from control,CHEMBL108937,C=CCc1ccc(OC(C)=O)cc1,Inhibition,11.0,%,=,,
beta-hexosaminidase,CHEMBL769880,Percentage inhibition against release of beta-hexosaminidase from RBL-2H3 cells at 100 uM from control,CHEMBL95770,COc1ccc(/C=C/C(=O)O)cc1,Inhibition,11.0,%,=,,
beta-hexosaminidase,CHEMBL769880,Percentage inhibition against release of beta-hexosaminidase from RBL-2H3 cells at 100 uM from control,CHEMBL320295,COc1ccc(/C=C/C(=O)O)cc1OC,Inhibition,9.0,%,=,,
beta-hexosaminidase,CHEMBL769880,Percentage inhibition against release of beta-hexosaminidase from RBL-2H3 cells at 100 uM from control,CHEMBL42710,C=CCc1ccc(O)c(OC)c1,Inhibition,4.0,%,=,,
beta-hexosaminidase,CHEMBL769880,Percentage inhibition against release of beta-hexosaminidase from RBL-2H3 cells at 100 uM from control,CHEMBL98521,O=C(O)/C=C/c1cccc(O)c1,Inhibition,1.0,%,=,,
beta-hexosaminidase,CHEMBL769880,Percentage inhibition against release of beta-hexosaminidase from RBL-2H3 cells at 100 uM from control,CHEMBL111134,C=CCc1ccc(O)c(O)c1,Inhibition,17.0,%,=,,
beta-hexosaminidase,CHEMBL849767,Maximum release of beta-hexosaminidase was determined as a measure of degranulation,CHEMBL143468,CN1CCC=C(c2nsnc2OCCCCCCCCCCOc2nsnc2C2=CCCN(C)C2)C1,Max release,24.0,%,=,,
beta-hexosaminidase,CHEMBL849767,Maximum release of beta-hexosaminidase was determined as a measure of degranulation,CHEMBL14,C[N+](C)(C)CCOC(N)=O.[Cl-],Max release,87.0,%,=,,
beta-hexosaminidase,CHEMBL849767,Maximum release of beta-hexosaminidase was determined as a measure of degranulation,CHEMBL336478,CN1CCC=C(c2nsnc2OCCCCCCCOc2nsnc2C2=CCCN(C)C2)C1,Max release,4.0,%,=,,
beta-hexosaminidase,CHEMBL849767,Maximum release of beta-hexosaminidase was determined as a measure of degranulation,CHEMBL335542,CN1CCC=C(c2nsnc2OCCOCCOCCOCCOc2nsnc2C2=CCCN(C)C2)C1,Max release,43.0,%,=,,
beta-hexosaminidase,CHEMBL849767,Maximum release of beta-hexosaminidase was determined as a measure of degranulation,CHEMBL143466,CN1CCC=C(c2nsnc2SCCCCCCCCCCCSc2nsnc2C2=CCCN(C)C2)C1,Max release,29.0,%,=,,
beta-hexosaminidase,CHEMBL849767,Maximum release of beta-hexosaminidase was determined as a measure of degranulation,CHEMBL142538,CN1CCC=C(c2nsnc2OCCCCCCCCCCCCOc2nsnc2C2=CCCN(C)C2)C1,Max release,57.0,%,=,,
beta-hexosaminidase,CHEMBL849767,Maximum release of beta-hexosaminidase was determined as a measure of degranulation,CHEMBL143469,CN1CCC=C(c2nsnc2OCCCCCCCCCOc2nsnc2C2=CCCN(C)C2)C1,Max release,61.0,%,=,,
beta-hexosaminidase,CHEMBL849767,Maximum release of beta-hexosaminidase was determined as a measure of degranulation,CHEMBL142126,CN1CCC=C(c2nsnc2OCCCCCCOc2nsnc2C2=CCCN(C)C2)C1,Max release,3.0,%,=,,
beta-hexosaminidase,CHEMBL849767,Maximum release of beta-hexosaminidase was determined as a measure of degranulation,CHEMBL139603,CN1CCC=C(c2nsnc2SCCCCCCCCCCCCSc2nsnc2C2=CCCN(C)C2)C1,Max release,54.0,%,=,,
beta-hexosaminidase,CHEMBL849767,Maximum release of beta-hexosaminidase was determined as a measure of degranulation,CHEMBL141452,CN1CCC=C(c2nsnc2OCCCCCCCCOc2nsnc2C2=CCCN(C)C2)C1,Max release,1.0,%,=,,
beta-hexosaminidase,CHEMBL849767,Maximum release of beta-hexosaminidase was determined as a measure of degranulation,CHEMBL143434,CN1CCC=C(c2nsnc2SCCCCCCCCCCSc2nsnc2C2=CCCN(C)C2)C1,Max release,61.0,%,=,,
beta-hexosaminidase,CHEMBL849767,Maximum release of beta-hexosaminidase was determined as a measure of degranulation,CHEMBL342400,CN1CCC=C(c2nsnc2OCCOc2nsnc2C2=CCCN(C)C2)C1,Max release,39.0,%,=,,
beta-hexosaminidase,CHEMBL929316,Inhibition of human family 20 beta-hexosaminidase,CHEMBL402605,CC(=O)N[C@H]1/C(=N/O)O[C@H](CO)[C@@H](O)[C@@H]1O,Kinact,,,,Not Determined,
beta-hexosaminidase,CHEMBL929316,Inhibition of human family 20 beta-hexosaminidase,CHEMBL404482,CC(=O)N[C@H]1/C(=N/OC(=O)Nc2ccccc2)O[C@H](CO)[C@@H](O)[C@@H]1O,Kinact,0.036,uM,=,,
beta-hexosaminidase,CHEMBL929316,Inhibition of human family 20 beta-hexosaminidase,CHEMBL254583,CCC(CC)C(=O)N[C@H]1/C(=N/OC(=O)Nc2ccccc2)O[C@H](CO)[C@@H](O)[C@@H]1O,Kinact,3000.0,uM,>,,
beta-hexosaminidase,CHEMBL929316,Inhibition of human family 20 beta-hexosaminidase,CHEMBL429310,CC(C)CC(=O)N[C@H]1/C(=N/OC(=O)Nc2ccccc2)O[C@H](CO)[C@@H](O)[C@@H]1O,Kinact,1200.0,uM,>,,
beta-hexosaminidase,CHEMBL929316,Inhibition of human family 20 beta-hexosaminidase,CHEMBL404135,CC(C)C(=O)N[C@H]1/C(=N/OC(=O)Nc2ccccc2)O[C@H](CO)[C@@H](O)[C@@H]1O,Kinact,20.0,uM,=,,
beta-hexosaminidase,CHEMBL929316,Inhibition of human family 20 beta-hexosaminidase,CHEMBL254584,CCCCCC(=O)N[C@H]1/C(=N/OC(=O)Nc2ccccc2)O[C@H](CO)[C@@H](O)[C@@H]1O,Kinact,900.0,uM,>,,
beta-hexosaminidase,CHEMBL929316,Inhibition of human family 20 beta-hexosaminidase,CHEMBL256732,CCCCC(=O)N[C@H]1/C(=N/OC(=O)Nc2ccccc2)O[C@H](CO)[C@@H](O)[C@@H]1O,Kinact,220.0,uM,=,,
beta-hexosaminidase,CHEMBL929316,Inhibition of human family 20 beta-hexosaminidase,CHEMBL255476,CCCC(=O)N[C@H]1/C(=N/OC(=O)Nc2ccccc2)O[C@H](CO)[C@@H](O)[C@@H]1O,Kinact,26.0,uM,=,,
beta-hexosaminidase,CHEMBL929316,Inhibition of human family 20 beta-hexosaminidase,CHEMBL438165,CCC(=O)N[C@H]1/C(=N/OC(=O)Nc2ccccc2)O[C@H](CO)[C@@H](O)[C@@H]1O,Kinact,1.2,uM,=,,
beta-hexosaminidase,CHEMBL929317,Inhibition of bovine family 20 beta-hexosaminidase,CHEMBL254346,CC(=O)N[C@H]1c2nc(CC(=O)O)cn2[C@H](CO)[C@@H](O)[C@@H]1O,IC50,5.2,nM,=,,8.28
beta-hexosaminidase,CHEMBL929319,Selectivity for Vibrio cholerae NagZ over human family 20 beta-hexosaminidase,CHEMBL254583,CCC(CC)C(=O)N[C@H]1/C(=N/OC(=O)Nc2ccccc2)O[C@H](CO)[C@@H](O)[C@@H]1O,Selectivity ratio,100.0,,=,,
beta-hexosaminidase,CHEMBL1007841,Inhibition of beta-hexosaminidase in anti-DNP IgE sensitized rat RBL2H3 cells at 100 uM after 10 mins,CHEMBL379651,C[C@H](O)c1nc(C(=O)O)cc2c1[nH]c1ccccc12,Inhibition,5.9,%,=,,
beta-hexosaminidase,CHEMBL1007841,Inhibition of beta-hexosaminidase in anti-DNP IgE sensitized rat RBL2H3 cells at 100 uM after 10 mins,CHEMBL457820,O=C(O)c1cc2c([nH]c3ccccc32)c([C@@H](O)CO)n1,Inhibition,1.2,%,=,,
beta-hexosaminidase,CHEMBL1007841,Inhibition of beta-hexosaminidase in anti-DNP IgE sensitized rat RBL2H3 cells at 100 uM after 10 mins,CHEMBL458036,COC(=O)c1cc2c([nH]c3ccccc32)c([C@@H](O)CO)n1,Inhibition,89.2,%,=,,
beta-hexosaminidase,CHEMBL1007841,Inhibition of beta-hexosaminidase in anti-DNP IgE sensitized rat RBL2H3 cells at 100 uM after 10 mins,CHEMBL513088,CCCCOC(=O)c1cc2c([nH]c3ccccc32)c([C@@H](O)CO)n1,Inhibition,11.2,%,=,,
beta-hexosaminidase,CHEMBL1007841,Inhibition of beta-hexosaminidase in anti-DNP IgE sensitized rat RBL2H3 cells at 100 uM after 10 mins,CHEMBL185885,O=Cc1ccc(CO)o1,Inhibition,3.4,%,=,,
beta-hexosaminidase,CHEMBL1007841,Inhibition of beta-hexosaminidase in anti-DNP IgE sensitized rat RBL2H3 cells at 100 uM after 10 mins,CHEMBL499556,O=Cc1ccc(CO)[nH]1,Inhibition,8.5,%,=,,
beta-hexosaminidase,CHEMBL1007841,Inhibition of beta-hexosaminidase in anti-DNP IgE sensitized rat RBL2H3 cells at 100 uM after 10 mins,CHEMBL13883,COc1cc(C=O)ccc1O,Inhibition,5.9,%,=,,
beta-hexosaminidase,CHEMBL1007841,Inhibition of beta-hexosaminidase in anti-DNP IgE sensitized rat RBL2H3 cells at 100 uM after 10 mins,CHEMBL120568,COc1cc(C(=O)O)ccc1O,Inhibition,8.4,%,=,,
beta-hexosaminidase,CHEMBL1007841,Inhibition of beta-hexosaminidase in anti-DNP IgE sensitized rat RBL2H3 cells at 100 uM after 10 mins,CHEMBL346919,COc1cc(C(C)=O)ccc1O,Inhibition,2.3,%,=,,
beta-hexosaminidase,CHEMBL1007841,Inhibition of beta-hexosaminidase in anti-DNP IgE sensitized rat RBL2H3 cells at 100 uM after 10 mins,CHEMBL456307,CCC(O)c1cc(OC)c2c(c1)OCO2,Inhibition,1.2,%,=,,
beta-hexosaminidase,CHEMBL1007841,Inhibition of beta-hexosaminidase in anti-DNP IgE sensitized rat RBL2H3 cells at 100 uM after 10 mins,CHEMBL458049,COc1ccc(CCC(=O)O)cc1OC,Inhibition,2.3,%,=,,
beta-hexosaminidase,CHEMBL1007842,Inhibition of beta-hexosaminidase in anti-DNP IgE sensitized rat RBL2H3 cells after 10 mins,CHEMBL458036,COC(=O)c1cc2c([nH]c3ccccc32)c([C@@H](O)CO)n1,IC50,62000.0,nM,=,,4.21
beta-hexosaminidase,CHEMBL1007842,Inhibition of beta-hexosaminidase in anti-DNP IgE sensitized rat RBL2H3 cells after 10 mins,CHEMBL415324,COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1OC,IC50,490000.0,nM,=,,
beta-hexosaminidase,CHEMBL1007842,Inhibition of beta-hexosaminidase in anti-DNP IgE sensitized rat RBL2H3 cells after 10 mins,CHEMBL1633,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1.O=C(O)/C=C/C(=O)O,IC50,220000.0,nM,=,,
beta-hexosaminidase,CHEMBL1025489,Antiallergic activity against antigen-IgE-mediated degranulation in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA chall,CHEMBL323727,C=C[C@H](OC(C)=O)c1ccc(OC(C)=O)cc1,IC50,17000.0,nM,=,,4.77
beta-hexosaminidase,CHEMBL1025489,Antiallergic activity against antigen-IgE-mediated degranulation in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA chall,CHEMBL450404,CC(=O)Oc1ccc(C(OC(C)=O)c2ccccc2)cc1,IC50,14000.0,nM,=,,4.85
beta-hexosaminidase,CHEMBL1025489,Antiallergic activity against antigen-IgE-mediated degranulation in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA chall,CHEMBL466029,CCC(=O)Oc1ccc(C(OC(=O)CC)c2ccccc2)cc1,IC50,38000.0,nM,=,,4.42
beta-hexosaminidase,CHEMBL1025489,Antiallergic activity against antigen-IgE-mediated degranulation in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA chall,CHEMBL466030,CC(C)C(=O)Oc1ccc(C(OC(=O)C(C)C)c2ccccc2)cc1,IC50,100000.0,nM,>,,
beta-hexosaminidase,CHEMBL1025489,Antiallergic activity against antigen-IgE-mediated degranulation in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA chall,CHEMBL468310,COC(=O)Oc1ccc(C(OC(=O)OC)c2ccccc2)cc1,IC50,18000.0,nM,=,,4.75
beta-hexosaminidase,CHEMBL1025489,Antiallergic activity against antigen-IgE-mediated degranulation in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA chall,CHEMBL444930,C=CC(=O)Oc1ccc(C(OC(=O)C=C)c2ccccc2)cc1,IC50,28000.0,nM,=,,4.55
beta-hexosaminidase,CHEMBL1025489,Antiallergic activity against antigen-IgE-mediated degranulation in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA chall,CHEMBL468311,O=COc1ccc(C(OC=O)c2ccccc2)cc1,IC50,100000.0,nM,>,,
beta-hexosaminidase,CHEMBL1025489,Antiallergic activity against antigen-IgE-mediated degranulation in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA chall,CHEMBL468312,CC(=O)Oc1ccc(C(O)c2ccccc2)cc1,IC50,100000.0,nM,>,,
beta-hexosaminidase,CHEMBL1025489,Antiallergic activity against antigen-IgE-mediated degranulation in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA chall,CHEMBL468521,CC(=O)Oc1ccc(C(OC(=O)C(C)C)c2ccccc2)cc1,IC50,27000.0,nM,=,,4.57
beta-hexosaminidase,CHEMBL1025489,Antiallergic activity against antigen-IgE-mediated degranulation in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA chall,CHEMBL444947,CC(=O)Oc1ccc(C(OC(=O)C(C)(C)C)c2ccccc2)cc1,IC50,36000.0,nM,=,,4.44
beta-hexosaminidase,CHEMBL1025489,Antiallergic activity against antigen-IgE-mediated degranulation in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA chall,CHEMBL468111,CC(=O)Oc1ccc(C(OC(=O)c2ccccc2)c2ccccc2)cc1,IC50,17000.0,nM,=,,4.77
beta-hexosaminidase,CHEMBL1025489,Antiallergic activity against antigen-IgE-mediated degranulation in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA chall,CHEMBL468051,COC(=O)OC(c1ccccc1)c1ccc(OC(C)=O)cc1,IC50,6500.0,nM,=,,5.19
beta-hexosaminidase,CHEMBL1025489,Antiallergic activity against antigen-IgE-mediated degranulation in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA chall,CHEMBL1633,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1.O=C(O)/C=C/C(=O)O,IC50,158000.0,nM,=,,
beta-hexosaminidase,CHEMBL983169,Antihistaminic activity in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA challenge,CHEMBL454320,COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc(OC)c1O,IC50,4830.0,nM,=,,5.32
beta-hexosaminidase,CHEMBL983169,Antihistaminic activity in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA challenge,CHEMBL8260,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12,IC50,179000.0,nM,=,,
beta-hexosaminidase,CHEMBL983169,Antihistaminic activity in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA challenge,CHEMBL55415,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(O)c(O)c12,IC50,67200.0,nM,=,,4.17
beta-hexosaminidase,CHEMBL983169,Antihistaminic activity in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA challenge,CHEMBL348436,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1OC,IC50,161000.0,nM,=,,
beta-hexosaminidase,CHEMBL983169,Antihistaminic activity in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA challenge,CHEMBL28,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,IC50,124000.0,nM,=,,
beta-hexosaminidase,CHEMBL983169,Antihistaminic activity in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA challenge,CHEMBL151,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,IC50,58200.0,nM,=,,4.24
beta-hexosaminidase,CHEMBL983169,Antihistaminic activity in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA challenge,CHEMBL73930,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,IC50,500000.0,nM,>,,
beta-hexosaminidase,CHEMBL983169,Antihistaminic activity in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA challenge,CHEMBL438292,COc1c(OC)c(OC)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1OC,IC50,203000.0,nM,=,,
beta-hexosaminidase,CHEMBL983169,Antihistaminic activity in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA challenge,CHEMBL312790,COc1c(OC)c(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1OC,IC50,500000.0,nM,>,,
beta-hexosaminidase,CHEMBL983169,Antihistaminic activity in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA challenge,CHEMBL486590,COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc(OC)c1OC,IC50,424000.0,nM,=,,
beta-hexosaminidase,CHEMBL983169,Antihistaminic activity in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA challenge,CHEMBL117,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,IC50,500000.0,nM,>,,
beta-hexosaminidase,CHEMBL983169,Antihistaminic activity in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA challenge,CHEMBL91153,COc1ccc(-c2cc(=O)c3ccccc3o2)cc1OC,IC50,500000.0,nM,>,,
beta-hexosaminidase,CHEMBL983169,Antihistaminic activity in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA challenge,CHEMBL76426,COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1OC,IC50,500000.0,nM,>,,
beta-hexosaminidase,CHEMBL983169,Antihistaminic activity in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA challenge,CHEMBL464339,COc1cc(OC)cc(-c2cc(=O)c3ccccc3o2)c1,IC50,500000.0,nM,>,,
beta-hexosaminidase,CHEMBL983169,Antihistaminic activity in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA challenge,CHEMBL464545,COc1cc(OC)cc(-c2cc(=O)c3c(O)cc(O)cc3o2)c1,IC50,500000.0,nM,>,,
beta-hexosaminidase,CHEMBL983169,Antihistaminic activity in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA challenge,CHEMBL354496,COc1cc(-c2cc(=O)c3ccccc3o2)cc(OC)c1O,IC50,97500.0,nM,=,,4.01
beta-hexosaminidase,CHEMBL983169,Antihistaminic activity in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA challenge,CHEMBL464546,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2C(C)=O)cc(OC)c1O,IC50,212000.0,nM,=,,
beta-hexosaminidase,CHEMBL983169,Antihistaminic activity in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA challenge,CHEMBL444461,O=c1cc(-c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)oc2cc(O)cc(O)c12,IC50,500000.0,nM,>,,
beta-hexosaminidase,CHEMBL983169,Antihistaminic activity in rat RBL2H3 cells assessed as inhibition of DNP-BSA-induced beta-hexosaminidase release preincubated for 10 mins before DNP-BSA challenge,CHEMBL74,O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1.[Na+].[Na+],IC50,1540000.0,nM,=,,
beta-hexosaminidase,CHEMBL997825,Inhibition of beta-hexosaminidase A at pH 4.3 assessed as residual enzyme activity,CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,IC50,5000.0,nM,=,,5.30
beta-hexosaminidase,CHEMBL997825,Inhibition of beta-hexosaminidase A at pH 4.3 assessed as residual enzyme activity,CHEMBL727,Nc1nc2[nH]cnc2c(=S)[nH]1,IC50,170000.0,nM,=,,
beta-hexosaminidase,CHEMBL997826,Inhibition of beta-hexosaminidase B at pH 4.3 assessed as residual enzyme activity,CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,IC50,5000.0,nM,=,,5.30
beta-hexosaminidase,CHEMBL997827,Inhibition of beta-hexosaminidase A at pH 4.5 by competitive binding assay,CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,Ki,13000.0,nM,=,,4.89
beta-hexosaminidase,CHEMBL997828,Inhibition of beta-hexosaminidase A at pH 6.5 by competitive binding assay,CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,IC50,2000.0,nM,=,,5.70
beta-hexosaminidase,CHEMBL1052288,Antiallergic activity in mIgE-DNP and DNP-BSA-stimulated rat RBL2H3 cells assessed as inhibition of beta-hexosaminidase release at 1 uM pretreated before mIgE-DNP challenge measured after 12 hrs relat,CHEMBL549472,CCCCCCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,Inhibition,60.0,%,=,,
